time,population_run_1,population_run_2,population_run_3,population_run_4,population_run_5,population_run_6,population_run_7,population_run_8,population_run_9,population_run_10,ca2mean_run_10,ca2mean_run_9,ca2mean_run_8,ca2mean_run_7,ca2mean_run_6,ca2mean_run_5,ca2mean_run_4,ca2mean_run_3,ca2mean_run_2,ca2mean_run_1
72,44,66,43,44,61,76,116,55,91,61,-4.188723812200067,0.028136680203898867,0.999926940557746,6.743579759694771,-10.748317391432705,16.750737014688813,-1.2734505997165506,-0.46838342763985663,9.140136894860216,-0.13824509475150362
73,44,63,42,36,59,72,116,53,91,61,-3.6342181177656476,0.10553030821035726,1.021833488479972,6.309581101733529,-9.848341136967681,15.602551699543335,-1.0841728454600794,-0.3576636508838953,8.66459886532304,-0.05168795577601009
74,41,63,39,31,56,70,111,50,85,59,-2.8488668510012745,0.22370296232750017,1.0178484867910105,5.678470764489814,-8.472232985461076,13.91834336238892,-0.8417101835744921,-0.19407833274183747,7.977670944663453,0.06615673686123062
75,36,61,33,27,53,58,105,47,75,57,-1.865127495849174,0.3777235492650851,1.0337765634117244,5.0665715424906255,-6.701571738038711,11.731670942874626,-0.540889100110496,-0.017723217818090862,7.0564988153253605,0.16307164152614143
76,25,56,25,20,49,49,95,37,61,51,-0.7289895141940254,0.5202591576216421,1.0072150585387345,4.275249563841869,-4.585467340485994,9.180105275637873,-0.2200859845877793,0.17590979314924673,5.9234673807641,0.2803698472529123
77,12,50,13,9,45,35,80,26,43,47,0.5197843163236873,0.6592847055000415,0.9457576688213891,3.355058464482168,-2.2892583423822654,6.254463814449927,0.08806773875790305,0.3687845660849004,4.5944455996603955,0.38244153374084144
78,0,34,2,0,27,18,39,0,7,32,1.8134667829027205,0.7684845001190215,0.837785043438568,2.415197845855865,0.1214522666801042,3.129854514177347,0.38315825463984365,0.5489144205388786,3.191713490470108,0.45399250142323927
79,0,35,6,0,27,24,43,8,7,34,3.107734324281169,0.8427133654273086,0.6829283814373751,1.4262940128765536,2.5360243569794076,-0.08625665542909103,0.6480900824385384,0.6906512790159213,1.6993129578851924,0.4926545674053573
80,14,49,15,10,41,44,75,20,43,49,4.327561850715755,0.8777310884847936,0.4883869203871942,0.4439820028305209,4.8833400879602165,-3.2790467397351923,0.8585878537342573,0.7907764105254816,0.2223912767994693,0.49405292646112964
81,28,55,23,21,47,57,92,35,63,53,5.430073757496931,0.876387015702654,0.26355963500369173,-0.5027175531608363,7.026519419916735,-6.296003398746495,0.9968354727668685,0.8460335844551526,-1.1967093241597961,0.4594130168929846
82,33,62,29,30,53,67,102,46,75,60,6.391281009092979,0.8384509966453619,0.045205805179922266,-1.4159954684874974,8.918620162219382,-9.009898343680819,1.0993261966981582,0.8699868276280406,-2.491207913637267,0.40210220681069736
83,39,64,39,37,56,73,109,50,85,63,7.162883147091253,0.7848708082217508,-0.14724545328812141,-2.2028783543919523,10.475876707860754,-11.237707149643988,1.1684080808112876,0.8817113486093684,-3.624739520832327,0.33258174061406265
84,42,69,45,40,58,79,111,54,91,67,7.767884959332066,0.7244265164466654,-0.32479846495645537,-2.7885135892575295,11.746595429621962,-13.069668347847037,1.2074699992359086,0.8853336848325174,-4.523161285027961,0.26030761729321333
85,47,70,48,43,63,84,112,59,93,67,8.167812979425987,0.6794969696931602,-0.44415607291381587,-3.2049242914075653,12.47482287676805,-14.338192928328171,1.2172798602798696,0.8675864369772333,-5.1411316176876785,0.20749817858198238
86,47,70,50,45,62,86,114,61,97,67,8.36869269302653,0.6415066434587128,-0.5024859231835915,-3.298882166807726,12.89360775228607,-14.86901221210541,1.2155299059476588,0.8620368299007403,-5.417983175454878,0.16218451169512232
87,46,70,48,43,63,88,115,59,97,69,8.353614117565957,0.6601299308212548,-0.49696652980650285,-3.2865139085173296,12.767041480366757,-14.792061321969795,1.2258042722334517,0.8357201981276478,-5.380284391651819,0.17185289024675027
88,44,70,45,42,60,86,116,59,93,69,8.096600009787869,0.6725895952315702,-0.4190334753141643,-3.0094064524117545,12.225265561102507,-14.1019634857794,1.2287334851262497,0.8361173108033946,-4.959453326515865,0.22277388151241975
89,42,70,42,39,58,81,114,56,90,68,7.640311231270122,0.7430148840204491,-0.31250800643092697,-2.538849672933999,11.366502901224965,-12.688760517606124,1.2135988720607613,0.8600719229276195,-4.289305812035867,0.2728440188473425
90,39,67,35,33,58,73,112,52,82,68,7.00474540947686,0.799426577615488,-0.13308265953379872,-1.8575152155052146,10.05185029989723,-10.759896768518681,1.1534359251432489,0.8650154024715871,-3.3729443993958985,0.3582501316187969
91,31,62,25,30,56,65,103,41,74,64,6.16952182713953,0.8553794461858876,0.09108543970840838,-1.080804248237258,8.454668297953976,-8.334291206407958,1.066053066069251,0.8579597449665944,-2.2058022449592816,0.45818290573357484
92,23,57,22,18,53,56,90,31,59,62,5.153314939257585,0.878867722113347,0.30721967879049566,-0.20244258834158277,6.506254361208187,-5.563710622912313,0.9553636106582087,0.825836744948413,-0.8734894602392842,0.5080161943683571
93,5,51,14,1,42,40,70,18,33,50,4.016945771320764,0.8799289606580925,0.524423906043256,0.7391027479685843,4.338075540443265,-2.5429346856805704,0.798854524537909,0.7663872186210634,0.5470946924875448,0.5236857992150687
94,0,27,0,0,18,13,19,0,0,28,2.792837609706396,0.8404831396135997,0.7154290557549678,1.6566975797479118,2.0173123037687537,0.6072689903629337,0.5942822126533266,0.6668733943349284,2.003135384038295,0.501908381092447
95,0,43,2,0,32,23,49,4,11,40,1.5182017732562627,0.7623059360858415,0.8758049703535865,2.5289219408366415,-0.36000266027949174,3.74610773470772,0.3496161907855753,0.519629525420173,3.434625396311627,0.4400107557260008
96,8,60,15,8,48,39,84,22,46,54,0.23908552871024133,0.6489926866312417,0.9950476254722204,3.324499452970441,-2.702912544725715,6.76109709137384,0.0761244714247092,0.33909784681894467,4.751136681016563,0.3426671431465072
97,21,64,21,18,60,53,106,38,67,59,-0.9829681139068057,0.5193139347741669,1.0783555007394285,4.010230463679787,-4.90968462610015,9.51474685296018,-0.21047461862573433,0.13129706954467077,5.964688117249966,0.20416636189507245
98,33,72,25,26,64,64,118,47,80,67,-2.0831009230638236,0.3736076259017081,1.1138415161420077,4.596637945937127,-6.891072095286339,11.898580699461375,-0.4918301257451796,-0.09246462995147789,7.006336412924479,0.07089176272606872
99,35,77,34,32,67,68,128,52,85,70,-2.9898636468244097,0.2432126588459133,1.1303636380525566,5.066303061703313,-8.539486386267999,13.846735584866568,-0.7443960772723399,-0.2995339092331159,7.821774374906214,-0.045907746892612504
